,Unnamed: 0,Ad_id,User_id,Judul,Kategori,Harga,Deskripsi,Alamat,Kecamatan,Kab/Kota,LAT,LON
84,84,804107407,57535407,Dijual 5 unit villa ketewel gianyar bali,5158,Rp 45.000.000.000,Villa Luxury 5 Unit Villa Beach Front  Land  4.000 Sqm Buld   3.650 Sqm SHM 3BedRoom Beach View Pool Villa 3Bedroom beach view pool villa 3Bedroom beach view pool villa 3BedRoom Garden View Pool Villa 2BedRoom View Villa Pool Villa  Facilities : Private swimming pools In room minibar Flat screen 42 inch TV DVD player  Wireless Internet Spacious parking area SPA treatment In room Dining Coffee & Tea making facilities IDD telephone connection Location ketewel bali indonesia Price 45 billion,Ketewel gianyar bali,Gianyar,Gianyar Kab.,-8.6369124,115.2827186
85,85,804107655,57535407,Dijual villa beach front canggu bali,5158,Rp 70.000.000.000,"CANGGU BEACHFRONT FREEHOLD VILLA LOCATION BERAWA BEACH, CANGGU - NORTH KUTA, BALI  PRICE IDR 70.000.000.000 Billion negotiable   General Informations Land Size 2600 sqm Building Size 300 sqm Year of Build 2010 Floor Level 2 View Ocean Style/Design Art-Deco Surrounding Walk to the beach Shm IMB Rumah Tinggal Splitable Splittable Zoning Touristic  Living Room Enclosed Dining Room Enclosed Kitchen Enclosed Bedroom 6 Bathroom 6 Extra Room 3 (2 offices & 1 Cinema Room) Maid Room Storage Guest Toilet  Swimming Pool Garden Terrace Bale/Gazebo Security   Facilities Furniture Semi Furnished Electricty power (watt): 50000 Water Source Drilled Wells Internet Fiber Optic TV Connection Satellite Parking",Canggu kuta utara bali,Kuta Utara,Kab. Badung,-8.6478175,115.1385192
86,86,815280722,35934038,Villa Ubud Tegelantang Sriwedari Mr Simo,5158,Rp 4.999.999.999,"Villa dijual diaerah Tegelantang jln raya Sriwedari Ubud luas 4.5are. bangunan 2 lantai 5 kamar, swimming pool, 2 kitchen, parkir mobil... Harga 5m.",jalan raya sriwedari ubud,Ubud,Gianyar Kab.,-8.5073823,115.2649884
87,87,815280140,35934038,Villa Penusunan Tegallalang Ubud Mr Simo,5158,Rp 4.500.000.000,"Luas tanah 505m2 Luas bangunan hampir 500 m2 FUll furnished 2 lantai 3 kamar tidur 3 kamar mandi n toilet 1 toilet 3 garasi Bale bengong Harga 4.5 milliar/nego tipis Lokasi di jalan penusuan, tegallalang.","jalan penusuan, tegallalang.",Tegallalang,Gianyar Kab.,-8.4611311,115.2759449
88,88,815279789,65081189,Dijual Villa Fully Furnished di Sanur dekat Pantai padanggalak,5158,Rp 4.500.000.000,"Spesifikasi Luas tanah 370 m2 Luas bangunan 400 m2 3 Kt 4 Km Lounge Kitchen set Pool Hadap selatan One gate system Air PDAM Listrik 3500 watt Garase utk 3 Mobil + Sepeda Motor Material Batu Batu & kelas 1 Akses jalan 8 meter Hotmix IMB + SHM Deskripsi : Lingkungan Tenang , aman & Nyaman View sawah & Komplek Villa / Pemukiman 2 Menit ke Pantai Padang galak - Sanur 4 Menit ke Pantai Matahari Terbit 5 Menit ke KFC Sanur 6 Menit ke Pantai Sanur  7 Menit ke Mcd Sanur 12 Menit ke Pusat Pemerintahan Denpasar",padanggalak sanur,Denpasar Timur,Denpasar Kota,-8.6573288,115.2605012
89,89,774017929,5172347,Canggu Bali Villa Elite BlmJadi 360m BU 8Jt/m2.8M 1.8km ke EcoBeach,5158,Rp 2.800.000.000,Harga Jual dibawah Pasar 3.6 Are,Raya Canggu Bali,Kuta Utara,Kab. Badung,-8.640414999999999,115.1524483
90,90,815278872,105079606,Djual rumah minimali 2 lantai lokasi jalan siulan,5158,Rp 1.000.000.000,DJUAL RUMAH MINIMALIS 2 LANTAI BARU GREES LOKASI  JALAN SIULAN DENPASAR TIMUR LUAS TANAH 100 M2 LUAS BANGUNAN 100M2   3 KMR TDR 3 KMR MANDI  RUANG TAMU  DAPUR SHM/IMB LISTRIK 2.200 WTT GARASE  AIR SUMUR BOR HALAMAN DEPAN HALAMAN BELAKANG  JALAN 6METER  HARGA 1 MILYARD   NB FREE SURAT PAJAK DAN BALIK NAMA SUDAH TRIMA BERES,Jalan siulan denpasar timur,Denpasar Timur,Denpasar Kota,-8.623575899999999,115.2511
91,91,815278783,21782018,Di jual rumah bersih trawat dan murah,5158,Rp 400.000.000,SFARI Di jual rumah murah bersih terawat mnimalis di loksi yg nyaman dan aman lokasi di celuk guwang sukawati Luas tanah.  75m² Kmr.          3 K mndi.     1 Garase mobil Ruang tamu  Dapur Akses jalan 4 mter HRG.   400,Guwang  ketewel celuk sukawati,Denpasar Barat,Denpasar Kota,-8.601752099999999,115.2733865
92,92,805374926,5091309,Dijual hideaway villa Ubud Bali  SHM freehold ada operator sewa,5158,Rp 1.400.000.000,"*Hideaway Village| Ubud, Bali*  Beautiful View: Hutan tropis, sungai, sawah   *SHM*  Tipe Suites (4 unit) 2 Lantai LT/LB : 40m2 / 40m2 Bedroom 1 Bathroom: 1  Harga start Rp 1.4 M / unit  *Fasilitas :* - Lobby - Restaurant - Gym - Relaxing Deck - Spa - Purification journey - Romantic dinner - Wedding venue & rice field - Service building - Jungle track & creek  Lokasi : - 90 mnt ke Bandara Ngurah Rai - 45 mnt ke Denpasar - 30 mnt ke Tegenungan waterfall - 25 mnt ke Tirta Empul - 20 mnt Pura Dalem Taman Kaja, The Blanco Museum dan ke Bebek Bengil - 15 mnt ke Tegalalang rice terrace, Ayung River Rafting, Puri Saren Agung, Samsara Ubud Resort, Bambu Indah Resort  - 10 mnt The Lokha Ubud Resort, Bukit Campuhan, Pura Gunung Lebah, Monkey Forest Ubud - 3 mnt ke Puri Sebali Resort  Harga belum termasuk  - PPN - BPHTB - Fee Notaris - Biaya lain yg dikenakan Pemerintah  Bisa RESIDENTIAL atau MANAGED  Hubungi :  Johanes Winston central",Ubud bali,Ubud,Gianyar Kab.,-8.5068536,115.2624778
93,93,815277952,61910220,Rumah baru termurah di denpasar dkt gatsu sanur penatih batubulan,5158,Rp 1.180.000.000,"Dijual Rumah Baru Lantai2 di Jalan Nuansa Sandat Biaung Tohpati Denpasar Timur Dekat Objek Wisata Kertalangu & Pantai Biaung  One Gate System Security 24 Hours   Fasilitas Umum : Sekolah & Pasar  Luas Tanah 100m2 Luas Bangunan 120m2 3 Kamar Tidur 2 Kamar Mandi Dapur Ruang Tamu Akses Jalan 4,5 Meter Paving Carport Air Sumur Bor  Listrik 1300Watt SHM IMB  #Harga Rp 1,180 Milyar Nego  Noted : - Payment Cash & Kredit DP Minimal 20 %  Dapatkan diskon khusus untuk 3 pembeli pertama !! Bonus kitchenset dan cash back",Denpasar timur,Denpasar Timur,Denpasar Kota,-8.644156299999999,115.2389423
94,94,815277441,106334207,Di jual rumah lokasi Monang maning,5158,Rp 2.000.000.000,√lokasi strategis √akses jalan 5 meter √bisa dibuat home stay √direct owner,Jl.lebah monang maning denpasar barat,Denpasar Barat,Denpasar Kota,-8.6670517,115.1975859
95,95,815277413,61910220,Rumah baru lantai 2 denpasar timur dkt penatih sanur ida bagus mantra,5158,Rp 590.000.000,"Dijual Rumah Baru Lantai2 di Jalan Nuansa Sandat Biaung Tohpati Denpasar Timur Dekat Objek Wisata Kertalangu & Pantai Biaung  One Gate System Security 24 Hours   Fasilitas Umum : Sekolah & Pasar  Luas Tanah 50m2  Luas Bangunan 60m2  3 Kamar Tidur 2 Kamar Mandi Dapur Ruang Tamu Akses Jalan 4,5 Meter Paving Carport Air Sumur Bor  Listrik 1300Watt SHM IMB  #Harga Rp 590 Juta Nego  Noted : - Payment Cash & Kredit DP Minimal 20 % Dapatkan potongan khusus untuk 5 unit pertama !!",Denpasar,Denpasar Timur,Denpasar Kota,-8.670458199999999,115.2126293
96,96,815274603,113096710,VILLAGE YANG BERADA DI LOKASI STRATEGIS DI JIMBARAN BALI,5158,Rp 1.452.780.000,"Perumahan Dengan Nuansa Pedesaan Modern di Bali  Perum Damara Merupakan sebuah kawasan residensial dengan beragam fasilitas asri dan menyenangkan. Terdapat beragam tipe hunian dengan desain minimalis modern yang dibangun dengan spesifikasi bangunan terbaik. Dengan beragam fasilitas yang ada, suasana yang asri, dan lokasi yang strategis, Damara Village Jimbaran merupakan sebuah tempat terbaik untuk keluarga modern saat ini dan di masa depan.   Spesifikasi  Type Damita : 69m2 (Tersedia berbagai Types) - Kamar Tidur : 2  - Kamar mandi : 2  - Ruang Tamu  - Ruang Keluarga  - Dapur  - Carport - Balkon  - Halaman Depan & Belakang  - Air : PDAM  - Listrik : 2200 watt   Type Dahayu : 101 m2  - Kamar Tidur : 3 +1  - Kamar mandi : 3  - Ruang Tamu  - Ruang Keluarga  - Dapur  - Carport  - Halaman Depan  - Air : PDAM  - Listrik : 2200 watt  Fasilitas :  - Club House  - Swimming Pool  - Gym  - Function Room  - Playgrounds  - Retail Shop  - Landscape Garden  - 24 Hours Security System Lokasi Damara  Village berada di lokasi strategis di Jimbaran Bali.   Dekat dengan beragam titik penting di Puau Dewata, Seperti :  • 1 Menit ke Sekolah Asian Intercultural  • 3 Menit ke Desa Gaya Hidup Samasta  • 5 Menit ke Makanan Laut Jimbaran  • 5 Menit ke Taman Budaya GWK  • 5 Menit ke Universitas Udayana  • 5 Menit ke Rumah Sakit Udayana  • 10 Menit ke Gerbang Tol Madara  • 15 Menit ke Bandara Ngurah Rai   Harga mulai 1,4M",Jimbaran Bali,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
97,97,815270634,107147225,Stunning Villa Jalan saraswati seminyak,5158,Rp 7.200.000.000,"STUNNING 3 BEDROOM VILLA FOR SALE Jl. Saraswati, Seminyak - Bali  Property details • Land size 325 sqm • Building size 250 sqm • 2 storey's  • 3 bedrooms with en suite bathroom • living area (enclosed/open) • dining area • modern kitchen • swimming pool • well water sources • 7700w electricity • internet • parking area fit for 2 cars • built 2009 • Freehold (SHM) cd456  Asking price Idr. 7,2 Billions fine Negotiable",Jalan saraswati seminyak,Kuta,Kab. Badung,-8.6837728,115.1710738
98,98,815269690,107147225,Villa in Seminyak near Kudeta,5158,Rp 6.900.000.000,"For sale rare opportunity 3 bedroom villa in Seminyak. Walk distance access to the beach only 3 minutes walk.  Only few minutes drive to Kudeta and Petitenget. Its located between Petitenget and Double Six beach.  - Luas Tanah 190 m2 ( Land size 190m2)  - Luas Bangunan 220 m2 ( build size 220m2 ) - Fully furnished - Kamar Tidur 3 ( 1 on the ground floor 2 upstair)  - Kamar Mandi 3 ( 3 bathrooms ) - Ruang Tamu  - Ruang Keluarga ( family room )  - Dapur Kitchen Set - Ac - Air Panas ( water hitter )  - Ruang Makan ( living room )  - Kolam Renang ( private pool )  - Air Pdam - Carport - Shm Imb Lengkap  cdrst  Access road 4,5 meter Price 6,9M nego",Seminyak Badung,Kuta,Kab. Badung,-8.691289399999999,115.1681653
99,99,790997718,35934038,Villa Berawa Canggu Ndang,5158,Rp 3.600.000.000,"Khusus hrg covid 2020  Dijual Villa Berawa Canggu badung bali indonesia Dekat Finns Beach Club , Cafe Del Mar View Sawah Lokasi Tenang & Nyaman Cocok Untuk Hunian Pribadi / Disewa - Sewakan  • Luas Tanah 260 m2 / 2,6 Are • Luas Bangunan 175m2 • Kamar Tidur 3 • kamar Mandi 3 • open living kitchen • Taman  • Pool • Listrik 3500 Watt • Sumber Air Sumur Bor • Document SHM  KR • Harga 3,6 millyar",jalan berawa,Kuta Utara,Kab. Badung,-8.6670132,115.1395916
100,100,800067261,110955425,Dijual Tanah dan Rumah daerah strategis Perumahan Monang Maning,5158,Rp 2.800.000.000,"IMB Ada 6 kt, 1 kmar art ,  kamar mandi dalam kamar 5  Kamar mandi luar 2 Kamar mandi pembantu 1 Listrik : 3300 VA Prasarana Air Bersih : Sumur Bor + PDAM  Lokasi Bebas Banjir  Strategis dekat dengan fasilitas umum (pasar, minimarket, sekolah, puskesmas, kantor polisi, sarana olahraga, pusat kota, dll) Cocok Untuk dipakai Usaha  Harga Hanya dihitung untuk tanah saja, bangunan tidak dihitung  Harga NEGO",Jalan Gunung Patuha no. 148 A Perumnas Monang Maning,Denpasar Barat,Denpasar Kota,-8.6666185,115.1992897
101,101,813007525,35934038,BUC Rumah Jimbaran HITUNG TANAH SAJA Mrs Susi,5158,Rp 3.800.000.000,VILLA ETNIK DAN LUAS  LT 600 m2 LB 300 M2 Kt 7 Km5 Garden Garase 2 mobil Paviliun SHM Hadap selatan 20 menit ke air port bandara Ngurah Rai Bali 7 menit ke pantai Pandawa Harga Rp 3.8 Milyar Nego   nice place with View and  Lux..at Jimbaran.,Jimbaran,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
102,102,805407209,66204183,Dijual unit rumah ekslusive one gate system with fasum murah jimbaran,5158,Rp 2.027.520.000,THERAPEUTIC LIVING HAS COMING TO JIMBARAN HIJAU  FASE 1 ALREADY SOLD UNIT NOW OPEN at FASE 2  Cluster 2 floor with facility and one gate system start 1 bilion in Jimbaran Bali  CLUSTER DAMARA VILLAGE  Development by GREEN WOODS & JIMBARAN HIJAU  Easy access to everywhere * 1 minute to Asian Intercultural school by Gandhi School * 5 minute to GWK  * 5 minute to Movenpick / Samasta * 5 minute to Ayana Resort & Rockbar * 15 minute to International Airport Ngurah Rai  * 15 minute to Toll Bali Mandara  LIMITED OFFER ( Free AC & KITCHEN SET ) Book now and get very special early bird price and promo  Commitment fee 25 jt ( REFUNDABLE ) untuk 20 pendaftar pertama  For further info  Dhany RFauzi Telp. / Whatsapp  GRAB AND ENJOY YOUR THERAPEUTIC HOME NOW,Komplek Puri Gading Jimbaran,Kuta Selatan,Kab. Badung,-8.803213999999999,115.153743
103,103,813350964,93123464,Jual Villa Baru Tersedia 3 unit Semi Furnished dengan View di Balangan,5158,Rp 2.500.000.000,"Dijual 3 unit villa baru gress di balangan dengan view menawan  Bergaya modern minimalis dan terletak di tengah2 pusat pariwasata kuta selatan hanya berjarak 300 meter dari jalan utama balangan pilihan tepat untuk investasi ataupun hunian pribadi  Detail:  Villa 1 Land Size 224 sqm Building size 300 sqm 2 level  3 Bedroom  3 bathrooms 1 staff room Swimming Pool Living room Balcony  PDAM Electricity 4400 Watt SHM IMB Semi Furnished Harga 2,5M    Villa 2 Land Size 227 sqm Building size 300 sqm 2 level  3 Bedroom  3 bathrooms 1 staff room Swimming Pool Living room Balcony  PDAM Electricity 4400 Watt SHM IMB Semi Furnished Harga 2,5M    Villa 3 Land Size 223 sqm Building size 300 sqm 2 level  3 Bedroom  3 bathrooms 1 staff room Swimming Pool Living room Balcony  PDAM Electricity 4400 Watt SHM IMB Semi Furnished Harga 2,5M  ML12",Balangan,Kuta Selatan,Kab. Badung,-8.792047799999999,115.1234172
104,104,803121511,100084101,Dijual rumah murah di batubulan turun hrga karna pandemi dkat denpasar,5158,Rp 485.000.000,"Dijual Cepat dan murah rumah baru siap huni di batubulan  Type 45/69 3 Kamar tidur, 1 kamar mandi Harga cuma 485 juta saja Kapan lagi dapat rumah murah dekat denpasar seperti ini Hanya 10 menit ke cocomart,pizza hut, domino pizza, mie gacoan",Batubulan,Sukawati,Gianyar Kab.,-8.6142583,115.2570869
105,105,803124228,100084101,Dijual rumah super murah di pusat kota tabanan 5 menit ke tanah lot,5158,Rp 425.000.000,"Rumah view sawah dekat Canggu Bali  Karang Shanti Residence  Luas bangunan 40 m2 Luas tanah 70 m2 SHM dan IMB  Harga 425 juta  Harga include pajak beli dan biaya balik nama  BONUS : kanopi, garasi batu sikat, pagar keliling dan pintu pagar  FASILITAS : 2 kmr tidur | 1 kmr mandi | dapur | ruang tamu | listrik 1300w | air sumur bor | akses jalan 5 mtr beton  LOKASI : Pandak Bandung, Kediri, Tabanan - 5 menit ke pasar - 5 menit ke TK, SD, SMP dan SMA - 5 menit ke Tanah Lot - 15 menit ke Canggu - 30 menit ke Denpasar  Buruan, unit terbatas",Pandak bandung kediri tabanan,Kediri,Tabanan Kab.,-8.5774289,115.1325897
107,107,758797575,102436506,Dijual Rumah di Perumahan Ambengan Residence,5158,Rp 1.800.000.000,"DIJUAL RUMAH di Denpasar Selatan Rumah 3 lantai(lantai atas jemuran saja)  Luas tanah : 100m² Luas bangunan : 158m² 3 kamar tidur 3 kamar mandi   2 ruang tamu 1 dapur + kitchen set Ac 4  Full Furniture Listrik 2200 Air PDAM dan Sumur Bor Jendela dan pintu sudah lengkap teralis semua.  Jalan perumahan luas 5 meter.  Alamat Jalan Diponegoro (Perumahan Ambengan Residence) Harga 1,8M nego",Perumahan Ambengan Residence,Denpasar Selatan,Denpasar Kota,-8.7100707,115.2128132
108,108,758798272,102436506,Dijual Rumah Minimalis di Denpasar Timur,5158,Rp 900.000.000,Dijual Rumah minimalis murah di perumahan sandat denpasar timur luas tanah : 100m2 luas bangunan : 75 m2 sarana : 2 kamar tidur 1 kamar mandi 1 dapur 1 carport 1 ruang tamu / keluarga 2 ruangan kosong (bisa utk kamar) di lantai dua pdam dan sumur bor listrik 1300 watt  Harga 900jt,Perumahan Sandat Dnpasar Timur,Denpasar Timur,Denpasar Kota,-8.644411,115.2654186
109,109,758814456,102436506,Dijual Rumah Super Murah di Jayagiri Renon,5158,Rp 880.000.000,"Dijual Rumah Jayagiri,renon lokasi strategis LT : 100 m2 LB 78,88m2 K tidur : 3 K mandi : 1 Carport  garden Air Pam listrik : 3.500 watt  harga : 880jt",Jl Jayagiri Renon,Denpasar Selatan,Denpasar Kota,-8.661272499999999,115.2283239
110,110,758814826,102436506,Dijual Rumah sekaligus tempat usaha di Tukad Yeh Aya,5158,Rp 3.200.000.000,"DIJUAL RUMAH DI TUKAD YEH AYA  Dijual rumah/tempat usaha 2lt dipinggir jalan Tukad Yeh Aya Renon,  LT 2,5are LB 400m² Bisa utk rumah tinggal, butik, klinik dll Lt 1 terdiri dari  3 ruangan besar,  1 kamar  1 storage 1 gudang kecil,  1 toilet/km mandi 1 dapur dan  1 ruang jemuran  Lt 2 terdiri dari 3 kamar ukuran sedang 1 kamar besar utama/master bedroom  1 dapur 1 ruang makan 1 kamar mandi kering 1 ruangan laundry dan   Balkon kecil di luar  Air Pompa sumur, listrik 4400 watt Harga 3,2M masih bisa nego",Tukad Yeh Aya,Denpasar Selatan,Denpasar Kota,-8.6772838,115.2363124
111,111,758818643,102436506,Dijual Rumah semi Villa di Belakang Plaza Renon,5158,Rp 4.350.000.000,"Dijual Rumah Semi VILLA di Kawasan Elite Renon  Include Interior - Belakang PLAZA RENON - Dekat Lap RENON - Pusat Kota Denpasar  RUMAH CLUSTER - ONE GATE SYSTEM SATPAM 24 JAM  Bangunan 3 Lantai Include Interior : - Furniture Interior HPL merk TACO & kombinasi Granite Stone / Marmer - Kitchen Set MODENA (Kompor Gas, Microwave, Oven, Penghisap Asap) - Water Heater Solar Sell ARISTON - Lemari Es Dua Pintu Merk SAMSUNG - 1 Unit Televisi 34"" Merk SAMSUNG - 5 Unit AC Merk DAIKIN & SAMSUNG - 1 Unit Mesin Cuci Samsung  SPESIFIKASI : # 1 Kamar Utama + Kamar Mandi Dalam + Bath Up Airpool + Air Panas/Dingin  # 2 Kamar Anak + Kamar Mandi Dalam + Air Panas/Dingin # 1 Kamar Pembantu + Kamar Mandi Dalam + Air Dingin # Gudang # Kusen Kamar Aluminium Produk YKK Jepang - Kedap Suara # Sanitair Produk American Standart type Premium # Lantai Kamar (Niro Granite + Kayu Laminated), Lantai Tangga (Kayu Jati) # Tandon Air Atas pakai FRP kap 2000 liter # Sertifikat SHM # IMB # Sumur BOR # Listrik 5500 Watt  BEBAS BANJIR Jalan Lebar 6,5 meter bisa ! 2 mobil Harga 4,3M nego",Jl Laksamana,Denpasar Selatan,Denpasar Kota,-8.669437799999999,115.2418235
112,112,758818985,102436506,Dijual Rumah di Kerta Petasikan Sidakarya,5158,Rp 2.200.000.000,"DIJUAL RUMAH DI KERTA PETASIKAN   Dijual Rumah 2 Lantai di Jalan Kerta Petasikan Sidakarya  Luas Tanah 200m² Luas Bangunan 200m²  3 Kamar Tidur 3 Kamar Mandi Water Heater Garasi SHM Air PDAM listrik 7000  Harga 2,2M",Kerta Petasikan Sidakarya,Denpasar Selatan,Denpasar Kota,-8.7087126,115.2376683
113,113,815257145,33709558,"Rumah di jimbaran,lokasi strategis,dkt pantai dan bandara,halaman luas",5158,Rp 1.700.000.000,"rumah berlokasi di jimbaran, 1 lantai,suasana tenang dan nyaman, daerah yang sangat diminati banyak orang karena dekat kemana2, dkt supermarket, dkt pusat kuliner ikan bakar jimbaran, sport centre, apotik, dan lain - lain. 5 menit menuju pantai jimbaran, 10 menit menuju bandara, 15 menit menuju ungasan (GWK), 10 menit menuju kawasan nusa dua.  spesifikasi : luas tanah 300 m2, luas bangunan 100 m2, 2 kmr tdr, 2 kmr mandi  harga awal 2 M  harga skrg 1,7 M  untuk informasi lebih lanjut bisa menghubungi :  welly   spesialis daerah nusa dua dan jimbaran  atau mau melihat property lainnya / mau minta property dibantu pasarkan bisa menghubungi saya    maaf no broker",jimbaran,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
114,114,763706606,102436506,DIJUAL RUMAH MINIMALIS DENGAN HARGA MURAH DI PANJER,5158,Rp 2.500.000.000,"Dijual Rumah di Jl Tukad Asahan Panjer Denpasar  Luas tanah 140m2  Luas Bangunan 185m2  4 Kamar tidur,  1 kamar pembantu,  Listrik 5500 garasi,  full furnished Harga 2,5M nego",Panjer,Denpasar Selatan,Denpasar Kota,-8.6664729,115.233377
116,116,815256492,101374676,Villa Mewah Split Level Kawasan Perumahan Elite Branda Mumbul Nusa Dua,5158,Rp 1.650.000.000,"Villa Minimalis Sedang dibangun Kawasan Perumahan Mewah di Branda Mumbul Nusa Dua.  Kawasan aman dan One Gate System Akses Jalan Lebar, tembus Bypass Bali Menuju Jalan Toll 5 menit dari lokasi Banyak hotel dan Villa Mewah sekitaran lokasi    Spesifikasi : Bangunan Semi Lantai 2 Luas Tanah    : 137 m2 Luas Bangunan :	125 m2 Kamar Tidur   : 3 bh Kamar Mandi   : 3 bh Listrik       : 4400 Watt Air           : PDAM/Sumur Bor  Kolam Renang  : 1  Carport       : 1 mobil Setifikat     : SHM (Hak Milik)",Jalan Tunjung Sari Branda Mumbul - Benoa,Kuta Selatan,Kab. Badung,-8.7966604,115.2009201
118,118,773465135,102436506,DIJUAL CEPAT RUMAH DI SIDAKARYA HANYA 10 MENIT KE PANTAI,5158,Rp 4.800.000.000,"TURUN HARGA DARI 5,4M JADI 4,8M MASIH NEGO  DIJUAL RUMAH DI KERTA BEDULU (BUC)   • Luas Tanah 380m² • Luas Bangunan 280m² • Kamar Tidur 5+2 • Kamar mandi 5 • Listrik 3500kwh • Air PAM • Kawasan tenang dan aman • SHM dan IMB lengkap • Akses jalan paving 5 meter • Kawasan Anti Banjir • Parkir bisa untuk 2 mobil dan 3 motor • Semi Furnish dan ada Jaringan Fiber Optik  Harga Jual Rp.4.800.000.000 Nego",Sidakarya,Denpasar Selatan,Denpasar Kota,-8.7069463,115.233377
121,121,815249598,21782018,Di jual rumah di ketewel,5158,Rp 1.100.000.000,"Di jual rumah di ketewel 200 mtr dr by pas ide bagus mantra barat lampu merah ketewel masuk ke utara Luas global tanahnya 2 are dn yg ada bangunan satu are saja di sampingnya di pake garasi jika mau ambil semua silahkan tntunya hrg beda   DI BAWAH INI SPEK RUMAHNYA  Luas tnh 1are Luas bangunan 120 4kmr tidur. 2kmr mandi Dapur.kichenetset. Ruang tamu. Garase mobil + gudang  Hrg 1,1M",Ketewel by pas ide bagus mantra,Denpasar Barat,Denpasar Kota,-8.631599999999999,115.289326
122,122,789106626,102436506,DIJUAL SEGERA RUMAH CANTIK HARGA MURAH LOKASI STRATEGIS SANUR,5158,Rp 875.000.000,RUMAH MURAH DI JL DANAU TEMPE DENPASAR SELATAN BALI Jual Rumah JL DANAU TEMPE DENPASAR SELATAN - Denpasar LT 100m2 LB 70m2 KT 3 KM 1 Rp 875.000.000 SHM Orientation Timur,SANUR,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
123,123,789106868,102436506,DIJUAL SEGERA RUMAH SEDERHANA HARGA COVID LOKASI STRATEGIS SANUR,5158,Rp 900.000.000,RUMAH DI JL DANAU TEMPE DENPASAR SELATAN BALI Jual Rumah JL DANAU TEMPE DENPASAR SELATAN - Denpasar LT 125m2 LB 120m2 KT 2+1 KM 2 Rp 900.000.000 SHM Orientation Utara,SANUR,Denpasar Selatan,Denpasar Kota,-8.7071782,115.2626236
124,124,789107194,102436506,DIJUAL SEGERA RUMAH CANTIK HARGA MURAH LOKASI STRATEGIS,5158,Rp 1.350.000.000,DI JUAL RUMAH!!!  Perum umma Village dalung jln made bulet dalung kuta Utara  * Luas tanah 140 m2 bangunan 2 lantai * KT Utama dilantai 1 + Kmr Mandi dalam * Dapur + kitchen set * KT  ada 2  dilantai 2 +  1 kmr mandi luar   * 1  AC di kamar tidur utama  * di belakang ada TAMAN * Listrik 2200W * Air PDAM ( bersih ) * 1 Tandon Air daya tampung  2000 liter  * Hadap barat  * Garase bisa 1 mobil 2 motor * akses jalan  5 meter * view sawah  Harga 1.350 M  nego sampe deal,DALUNG,Kuta Utara,Kab. Badung,-8.6597034,115.163278
125,125,789572819,102436506,DIJUAL SEGERA VILLA CANTIK HARGA MURAH LOKASI STRATEGIS BALI,5158,Rp 4.100.000.000,"DIJUAL VILLA DI NUSA DUA  Luas Tanah 450m² Luas Bangunan 160m² 3+1 Kamar Tidur 4 Kamar Mandi Listrik 7000kwh Air PAM Full Furnish+Pool Harga 4,1M nego tipis",NUSA DUA,Kuta Selatan,Kab. Badung,-8.8188174,115.2180323
126,126,789575366,102436506,DIJUAL SEGERA RUMAH CANTIK HARGA MURAH LOKASI STRATEGIS,5158,Rp 1.500.000.000,"Dijual Rumah di Nusa Dua  Luas Tanah 135m² Luas Bangunan 70m² 2 Kamar Tidur + AC 1 Kamar mandi  Water jet + 5000L water tank Furnished One gate system 10 menit to nusa dua tol gate 15 menit to pandawa beach 15 menit to geger beach Harga 1,5M",NUSA DUA,Kuta Selatan,Kab. Badung,-8.8188174,115.2180323
127,127,789577403,102436506,DIJUAL SEGERA VILLA CANTIK HARGA MURAH LOKASI STRATEGIS,5158,Rp 2.500.000.000,"Dijual Rumah di Nusa Dua  Luas tanah 135m2 Luas bangunan 55m2 (2 lantai) 2 kamar tidur + AC 2 kamar mandi Outdoor kitchen Swimming pool 10 menit to pandawa beach 10 menit to nusadua tol gate 15 menit to geger beach Harga 2,5M nego",NUSA DUA,Kuta Selatan,Kab. Badung,-8.8188174,115.2180323
128,128,815248160,62588306,Villa berawa canggu,5158,Rp 5.000.000.000,Dijual Villa berawa canggu Jarak 2.4 km Ke Fins beach club dan pantai berawa Lantai 2 Luas tanah 200 m2 Luas bangunan 150 m2 3 Kamar tidur 4 Kamar mandi Ruang tamu Ruang makan Dapur Furnished Taman Kolam renang Carport Listrik 7700 watt  Sumber air PDAM & sumur bor SHM IMB 2019 Akses jalan 4 meter 02  Harga 5 Milyar,Canggu,Kuta Utara,Kab. Badung,-8.6478175,115.1385192
129,129,790024430,102436506,DIJUAL SEGERA RUMAH CANTIK DI KAWASAN ELITE DENPASAR HARGA MURAH,5158,Rp 5.500.000.000,"*TURUN HARGA DARI 6,5M JADI 5,5M MASIH NEGO*  Dijual Rumah Cantik di Lembah Pujian  Luas Tanah 450m² Luas Bangunan 300m² Bangunan Utama 1 Kamar Dibawah 3 Kamar Diatas Luas Bangunan II 3 Kamar Tidur 3 Kamar Mandi dalam Listrik 3500kwh Air PDAM CARPORT 2 MOBIL+ 2 MOTOR One Gate System HARGA 5,5M Nego",LEMBAH PUJIAN,Denpasar Utara,Denpasar Kota,-8.6175,115.224885
