,Unnamed: 0,Ad_id,User_id,Judul,Kategori,Harga,Deskripsi,Alamat,Kecamatan,Kab/Kota,LAT,LON
173,173,815206063,93168042,Rumah pribadi.lokasi strategis.lingkungan perumahan...view sawah,5158,Rp 350.000.000,Rumah pribadi..nyaman.view sawah..siap huni.,Perumahan taman sari dencarik,Banjar,Buleleng Kab.,-8.2010714,114.9304173
174,174,815205771,100084101,Rumah view sawah lokasi dekat tanah lot dan canggu dekat pantai,5158,Rp 425.000.000,"Dijual rumah view sawah dan dekat pantai  Lestari nyitdah residence hunian yang nyaman dan asri lingkungan samgat bersih 2 kamar tidur 1 kamar mandi Harga mulai 400 jutaan saja  Dekat dengan berbagai objek wisata seperti tanah lot, pantai kedungu, pantai pig stone, ciputra beach resort  Tanda jadi cukup 5 juta saja Bisa di bantu KPR hingga ACC Ayo buruan keep unit nya ",Desa nyitdah kediri,Kediri,Tabanan Kab.,-8.5837149,115.1148004
175,175,815204954,7504147,Jual villa tumbak bayuh canggu badung bali,5158,Rp 12.500.000.000,"FREEHOLD VILLA TUMBAK BAYUH CANGGU BADUNG BALI ML  Land Size 1000sqm  Building Size 700sqm  4 bedrooms  4 bathrooms  Swimming pool 12 m  wifi  Electric solar & water heating system with 400L capacity   IDR 12,5M (Negotiable)  Call/wa 0 delapan1236 dua 9 duanya 4 x",Tumbak bayuh,Kuta Utara,Kab. Badung,-8.618421399999999,115.1429663
176,176,804092257,66995385,Rumah Baru Design Luxury Tropis Damara Village Jimbaran Kuta Bali,5158,Rp 1.300.000.000,"Damara Village Jimbaran merupakan sebuah kawasan residensial dengan beragam fasilitas asri dan menyenangkan. Di dalamnya terdapat beragam tipe hunian dengan desain minimalis modern yang dibangun dengan spesifikasi bangunan terbaik.  Spesikasi: Type Dahayu: 10×10 Size 100 Build area 101 3+1 Bedrooms 2+1 Bathrooms Living room Kitchen Garden Carpot Electricity 2200 Water supply PAM well Swimming pool (optional) Harga type dahayu start from 2 Miliaran  Type Damita 7x15 Size 105 Build area 69 2 Bedrooms 2 Bathrooms Living room Kitchen Gaden Carpot Electricity 2200 Water supply Pam well Swimmig pool (optional) Harga type Damita start from 1,2 Miliaran  Fasilitas Umum Club house Swimming pool Gym Function room Playground Retail shop Landscape Garden  Selling Point:  1 Menit ke Sekolah Asian Intercultural 3 Menit ke Desa Gaya Hidup Samasta 5 Menit ke Makanan Laut Jimbaran 5 Menit ke Taman Budaya GWK 5 Menit ke Universitas Udayana 5 Menit ke Rumah Sakit Udayana 10 Menit ke Gerbang Tol Madara 15 Menit ke Bandara Ngurah Rai  Harga mulai. 1,3 Milyard.",Kuta Selatan Jimbaran Badung Bali,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
177,177,815204299,81457774,Lokasi Strategis Rumah Idaman Siap Huni,5158,Rp 420.000.000,PARDANA SENAPAHAN RESIDENCE   7 menit ke TERMINAL MENGWI 17 menit ke UBUNG DENPASAR   Luas bangunan 40m2  Luas Tanah 75m2   Harga 420jt DP 10 %   #GRATIS : ️Biaya Pajak ( BPHTB) ️Biaya Notaris  ️Biaya Balik Nama  ️Biaya SHM ️Biaya IMB ️PLN 1300 VA ️PDAM  ️Kanopi ️Pintu Gerbang ️Batu Sikat,Senapahan Kediri Tabanan,Kediri,Tabanan Kab.,-8.535957699999999,115.1554159
178,178,815204103,89842300,"VILLA JIMBARAN CLOSE TO THE AIRPORT, 200M2 LAND WITH 3 BEDROOMS",5158,Rp 2.500.000.000,"VILLA JIMBARAN CLOSE TO THE AIRPORT, 200M2 LAND WITH 3 BEDROOMS  A cozy Villa Jimbaran very Relaxing with 3 Bedroom en-suite, open plan kitchen lounge and dining area, swimming pool, garage. Located in taman jimbaran by pass Jimbaran - nusa dua. Close to five star Nusa dua hotel and Beach. Just 10 minute from Airport.  DETAILS : - Land size 200m2 - Building size 120m2 - 3 Double bedroom  - 3 Bathroom (with bath tub and shower) - Swimming pool - Kitchen fully equipment  - Lounge - Dining area - Car park - Wifi internet - Tv cable - Hot n cold water - Safety box - SHM and IMB - Fully furnished  PRICE IDR.  2,5 Milyar Nego","JIMBARAN, KUTA SELATAN, BADUNG, BALI",Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
179,179,815203953,111677024,V636 - Dijual Villa dengan 2 kamar tidur dan view Lautan,5158,Rp 6.000.000.000,"Berdiri di atas tanah seluas 500 m2 dan luas bangunan 242 m2 Sertifikat Hak Milik 2 kamar tidur + 1 staff 2 kamar mandi  dalam + 1 toilet luar + 1 kamar mandi staff Kolam renang pribadi, ukuran 4 mx 6 m dengan dibersihkan dengan chlorine / kaporit 1 lantai dan 1 bale diatas Dijual dengan sebagian furniture Dibangun tahun 2010 Ukuran meteran PLN: 10.000 KWH Sumber air: PDAM Jenis atap: Genteng Pemandangan: Lautan Terletak di area perumahan, dekat dengan pertokoan, restoran, sekolah, dll.",Jimbaran,Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
180,180,803802494,39195643,Rumah Baru Model Villa di Muding Kerobokan Badung,5158,Rp 4.500.000.000,"Dijual Rumah Baru  Minimalis Moderent  Model Villa Dibangun Dengan Kualitas Bahan Bangunan Kelas No1, Bangunan Sangat Kokoh. Lokasi Sangat Startegis Lingkungan Aman Dan Nyaman Untuk Hunian Rumah. Lokasi Jln Muding Kerobokan Kuta Utara. Dekat Ke Jalan Utama Gatsu Barat.  Luas Tanah 300 m2  Luas Bangunan 450 m2 Lantai 2 Bangunan Hadap Selatan Kamar Tidur 4 Kamar Mandi 4 Kamar Pembantu + Kamar Mandi Ruang Kantor 1 Gudang 1 Ruang Londray Dan Jemur Ruang Tamu Luas Ruang Keluarga Ruang Makan Dapur Kitchen  Kolam Renang ( 3 x 7 ) Lantai Full Granit Taman Garasi 2 Mobil Akses Jalan 6 Meter SHM IMB Lengkap Harga 4.5M Nego  NB : Posisi Rumah Lagi Tahap Finising            Saat ini  Untuk Informasi Lanjut Hub De Ary Property Bali ( 07 )",Muding Kerobokan Badung,Kuta,Kab. Badung,-8.652255,115.177761
181,181,780361307,95006487,Rumah Buc Ekonomis di Panjer Denpasar Selatan dekat Renon dan Sesetan,5158,Rp 2.600.000.000,"Dijual rumah second di daerah Panjer, Denpasar Selatan  LT 250 m2 LB 200 m2 2 lantai, 5 KT, 3 KM Listrik 5500 W sumber air PDAM orientasi menghadap ke Utara  Harga Rp 2,6 M (nego) nilai appraisal th 2018 sekitar 3 M  Pemilik BUC, mau disita bank jadi harus cepat ditransaksikan",Panjer Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.6664729,115.233377
182,182,780839589,95006487,Rumah Ekslusive Minimalis di Mumbul Nusa Dua Kuta Selatan Badung,5158,Rp 1.200.000.000,"Dijual Rumah Minimalis One Gate System Harga Ekonomis Tipe 55/108 Daerah Mumbul , Nusa Dua , Kuta Selatan , Badung  Spesifikasi : LT 108m2 LB 55m2 Lantai 1 2 Kamar Tidur 1 Kamar Mandi 1 Ruang Tamu 1 Dapur Carport 1 Mobil Listrik 1300 Watt Sumber Air Sumur Bor Unfurnished Lebar Jalan 7 m Orientasi Timur Tahun Dibangun 2019 SHM & IMB Lengkap  Fasilitas :  - Security 24 Jam - Gym - Coffee Shop - Kids Club - Public Swimming Pool  Harga Jual Rp. 1,2 M nego",Mumbul Nusa Dua Kuta Selatan Badung,Kuta Selatan,Kab. Badung,-8.794371,115.2009521
183,183,780480335,95006487,Rumah Buc Harga Ekonomis di Pemogan Denpasar Selatan dekat By Pass,5158,Rp 660.000.000,"Dijual Rumah BUC Tipe 80/90 Daerah Mekar Pemogan , Denpasar Selatan  LT 90m2 LB 80m2 3 Kamar Tidur 2 Kamar Mandi 1 Ruang Keluarga 1 Ruang Tamu 1 Gudang Carport 1 Mobil Listrik 900 Watt Air PDAM Lebar jalan 3,5 m Orientasi Timur Tahun Dibangun 2020 SHM  Harga Rp. 660 Juta nego  Note : - Kondisi rumah semi finishing - IMB belum ada",Jalan Mekar Pemogan Denpasar Selatan,Denpasar Selatan,Denpasar Kota,-8.710266599999999,115.2049976
184,184,780599836,95006487,Rumah Minimalis BUC di Jalan Buana Raya Padangsambian Denpasar Barat,5158,Rp 550.000.000,"Dijual rumah di Buana Raya, Padangsambian, Denpasar Barat  LT 66 m2 LB 45 m2 2 KT 1 KM Carport Listrik 1300 W Air sumur bor Orientasi hadap timur Ada halaman belakang untuk jemur  Harga 550 jt",Jalan Buana Raya Padangsambian Denpasar,Denpasar Barat,Denpasar Kota,-8.6628688,115.1877342
185,185,780725110,95006487,Perumahan Ekslusive Modern Minimalis di Sesetan Denpasar dekat Panjer,5158,Rp 630.000.000,"Perumahan Modern Minimalis One Gate System di Sesetan , Denpasar Selatan Sisa 2 Unit rumah dari total 28 unit rumah + 4 unit ruko  Selling Poin : - Lokasi di Pinggir Jalan Utama - 1 Menit Ke Pasar, Super Market dan Pusat Pendidikan - 5 Menit Ke Pusat Kota, Pemerintahan dan Bisnis - 15 Menit Ke Bandara, Kuta, Seminyak, Sanur  Spesifikasi : Type 36/50  1 Latai 2 KT, 1 KM Harga Rp. 630 Juta  Type 45/100  1 Lantai 2 KT, 1KM  Harga Rp. 885 Juta  Type 60/50 Lantai 2 3KT, 2KM Harga Rp. 775 Juta  Listrik 1300 Watt Air Sumur Bor Jalan Paving 4 m SHM & IMB Lengkap  BONUS : | 1 UNIT AC | | Taman |  | Gerbang |  Note : - Uang Tanda Jadi 5 jt ,  - Down Payment (DP) minimal 15 %, Bisa dicicil 3X dalam 3 bulan",Sesetan Denpasar,Denpasar Selatan,Denpasar Kota,-8.6976607,115.2215213
186,186,815199060,81457774,Dijual Townhouse Cantik Murah Idaman Pilihan,5158,Rp 475.000.000,"GREAT INVESTMENT  Perum GRYA MESARI SANGGULAN    #GRATIS : ️Biaya Pajak BPHTB (Promo 3 UNIT PERTAMA)  ️Biaya Balik Nama  ️Biaya IMB ️PLN 1300 VA ️PDAM  ️Pagar Keliling    Belakang BANK MANDIRI Tabanan   - 500 meter dari RS Puri Bunda - 500 meter dari HARDYS Tabanan  - 700 meter dari KFC, MCD dan Mie Kober   TERSEDIA :  TOWNHOUSE  Tipe 45/60 Lantai 2 Price 475 JUTA  DP 20 % bs di cicil 3x   RUKO  Tipe 80/60m2  Harga 750 JUTA DP 20%   Akses Jalan LC 8 meter",Kediri Tabanan,Kediri,Tabanan Kab.,-8.5852167,115.1296249
187,187,780956664,95006487,Rumah BUC Ekslusive Harga Ekonomis di Banjar Anyar Kediri Tabanan,5158,Rp 310.000.000,"Dijual rumah di Banjar Anyar, Tabanan LT 75 m2 LB 36 m2 2 K 1 KM Listrik 900 W Air sumur bor SHM + IMB 2017  Harga 310 jt",Banjar Anyar Kediri Tabanan,Kediri,Tabanan Kab.,-8.536186100000002,115.1444487
188,188,815198724,81457774,Townhouse Impian Lokasi dekat Pusat Kota,5158,Rp 475.000.000,GRYA MESARI SANGGULAN   TERSEDIA :  TOWNHOUSE  Tipe 45/60 Lantai 2 Price 475 JUTA  DP 20 % bs di cicil 3x   RUKO  Tipe 80/60m2  Harga 750 JUTA DP 20%   Akses Jalan LC 8 meter    #GRATIS : ️Biaya Pajak BPHTB (Promo 3 UNIT PERTAMA)  ️Biaya Balik Nama  ️Biaya IMB ️PLN 1300 VA ️PDAM  ️Pagar Keliling,Kediri Tabanan,Kediri,Tabanan Kab.,-8.5852167,115.1296249
189,189,787042186,95006487,Perumahan One gate system di Gatsu Timur Denpasar Lokasi Strategis,5158,Rp 820.000.000,"Dijual perumahan baru di Gatsu Timur, Denpasar. One gate system unit terbatas hanya 34 unit, siapa cepat dia dapat.  Bangunan 1 Lantai LT 100 m2, LB 65 m2 3 KT, 2 KM Harga 820 juta Optional tambahan dak di atas carport plus Bale Bengong seharga 80 juta  Bangunan 2 Lantai LT 100 m2, LB 150 m2 3 KT, 3 KM Tangki air stainless steel 80 lt Harga 1,35 M  Spesifikasi umum : - pondasi batu kali (1 lantai) dan footplat (lantai 2) - lantai granit - tembok bata merah difinishing - cat luar Dulux Weathershield, cat dalam Catylac interior. - Plafond gypsum - kap baja ringan (0,75 mm) - genteng beton - air sumur bor, dengan pompa summersible (pompa dalam sumur) - listrik 2200 W - Orientasi menghadap ke Utara atau Selatan",Gatsu Timur Denpasar,Denpasar Timur,Denpasar Kota,-8.6361425,115.2383188
190,190,787048791,95006487,Villa Ekslusive Modern Minimalis di Pengiyasan Sanur Denpasar,5158,Rp 2.350.000.000,"Dijual rumah semi villa 1 lantai di Pengiyasan, Sanur.  LT 150 m2 LB 91 m2 KT 2+1  KM 3 Swimming pool Listrik 6600 watt Sumber air PAM SHM + IMB th 2013 Orientasi hadap timur  Harga jual 2,35 M",Pengiyasan Sanur Denpasar,Denpasar Timur,Denpasar Kota,-8.703797,115.2443549
191,191,791113406,95006487,Rumah Ekonomis Buc di Nangka Selatan Dangin Puri Kaja Denpasar Utara,5158,Rp 1.825.000.000,"Rumah di daerah Nangka Selatan, Dangin Puri Kaja, Denpasar Utara.  Bangunan 2 Lantai LT 200 m2 LB 185 m2 KT 5 KM 3 AC Water Heater Gazebo di lantai 2 Gorden Kitchen Set Garasi  Listrik 2200 watt Air Sumur Bor SHM  Harga Jual 1.825 M",Jalan Nangka Selatan Dangin Puri Kaja Denpasar Utara,Denpasar Utara,Denpasar Kota,-8.642904399999999,115.2209491
192,192,804097170,95006487,Villa Residence Ekslusive di Goa Gong Ungasan Kuta Selatan Badung,5158,Rp 850.000.000,"Dijual Villa Residence di Jl Goa Gong, Ungasan, Jimbaran, Badung.  Luas Tanah 100 m2 - 108 m2 Luas Bangunan 57 m2 1 Lantai, 2 KT, 2 KM Listrik 3500 Watt  Luas Tanah 200 m2 Luas Bangunan 120 m2 Harga IDR 2,1 M  2 Lantai, 2 KT, 3 KM PDAM Carport 1 mobil Private swimming pool Orientasi menghadap ke Timur atau Barat SHM & IMB lengkap  Harga IDR 950 juta PROMO BAGI PEMBELIAN 2 UNIT PERTAMA DI BLN OKTOBER 2020, SPECIAL PRICE RP 850 JUTA",Goa Gong Ungasan Kuta Selatan Badung,Kuta Selatan,Kab. Badung,-8.815209399999999,115.17356
193,193,804097489,95006487,Villa Residence Modern Minimalis di Ubud Gianyar,5158,Rp 1.400.000.000,"Villa for sale with great architecture villa concept @ Ubud, Bali  Details : SHM (freehold), IMB Land size 100 m2 Building size 60 m2 1 Bedroom 1 Bathroom Living & Dinning Area Swimming Pool Sumur bor 2200 watt Carport  Price only Rp.1,4 Milyar / unit",Ubud Gianyar,Ubud,Gianyar Kab.,-8.5068536,115.2624778
194,194,804100519,95006487,Perumahan Elite Minimalis Modern di Gatsu Denpasar lokasi strategis,5158,Rp 2.160.000.000,"Dijual perumahan elite one gate system di Gatsu, Denpasar  Lokasi strategis dekat pertokoan, bank, perkantoran, rumah sakit dan ruang publik  Luas tanah mulai 93 s.d 150 m2 Luas bangunan mulai 130 s.d 165 m2 Desain standard 2 lantai,  3+1 KT, 3 KM Listrik 4400 W Air sumur bor Dinding bata merah Atap rangka aluminum  Harga mulai IDR 2,16 M s.d 3,055 M",Gatot Subroto Denpasar,Denpasar Barat,Denpasar Kota,-8.6361425,115.2383188
195,195,815197987,12724652,Rumah ganetri gatsu tengah,5158,Rp 3.000.000.000,Dijual Rumah Ganetri Gatsu tengah Komplek perumahan Lantai 2 Luas tanah 232m2 Luas bangunan 300m2 3 Kamar tidur 3 Kamar mandi 1 Kamar pembantu 2 Ruang tamu Ruang makan Dapur Hadap barat Listrik 3500w Shm Imb 2012 Akses jalan 8 meter paving #259  Harga 3 Milyar,Gatsu tengah,Denpasar Utara,Denpasar Kota,-8.63574,115.2184
196,196,815197510,95280291,"Di jual villa cantik full view,di Nusa dua, Bali",5158,Rp 3.100.000.000,"Di jual villa cantik full view, di Nusa dua ,Bali,luas 150 M2, LB 225 M2, SHM, IMB 2016, 4 kamar tidur, 6 kamar mandi, jalan 4 meter paving,listrik 7700 Watt, sumur bor, swimming pool,harga 3.1 M nego",Di mumbul Nusa Dua Bali,Denpasar Timur,Denpasar Kota,-8.785179,115.1959762
197,197,815197478,36059748,Di jual cepat rumah 1 lantai jimbaran,5158,Rp 920.000.000,Dijual rumah Lengkap dengan tralis jendela + canopy dengan garasi  Lokasi : perumahan Surya dewata jimbaran  Berdekatan dengan kampus unud jimbaran  Luass bangunan : 71m2 Luas tanah : 100m2 2 kamar tidur  1 kamar mandi + water heater  1 ruang laundry  *dapur + kitchen set lengkap  *listrik : 3500 kwh *air : sumur bor  Sertifikat : SHM Harga jual Rp. 920jt Nego,Perumahan Surya Dewata Jimbaran ( berdekatan dengan kampus unud jimbaran),Kuta,Kab. Badung,-8.7913254,115.1802567
198,198,815197376,105522704,Villa Cantik Full View,5158,Rp 7.000.000.000,"TROPICAL OCEAN VIEW VILLA AT NUSADUA, SOUTH OF KUTA / BADUNG - BALI  DROP PRICE FROM IDR. 21 BILLIONS  • Land size 850 Sqm • Building size 480 Sqm • 2 Storey • 3 Bedrooms • 3 Bathrooms • Livingroom • Dinning Area • Kitchen • Swimming Pools • Garden • Garage • Wide Access Roads • Storage • 12000w • Deep Well Water & PDAM • SHM & IMB • Fully Firnish • Ocean, Highway, harbour and city view  Now Price IDR Rp. 7.000.000.000",Nusa Dua,Kuta Selatan,Kab. Badung,-8.8188174,115.2180323
199,199,791165387,109356275,Dijual rumah di muding indah,5158,Rp 600.000.000,Dijual tanah bonus rumah muding indah Dekat polresta denpasar 4 Kamar  2 Kamar mandi Garasi muat 2 mobil Luas tanah 230 m2 Listrik 1300 Air pam dan sumur bor SHM Harga 600/are nego sampai deal,Muding indah,Denpasar Barat,Denpasar Kota,-8.6426173,115.1793134
201,201,803975432,94023847,Rumah Elegant Therapeutic Living di Jimbaran Kuta Selatan Badung Bali,5158,Rp 1.500.000.000,"Rumah Elegant Therapeutic Living di Jimbaran Kuta Selatan Badung Bali @Damara Village Jimbaran Hijau  Damara Village Jimbaran Hijau hadir untuk menciptakan komunitas warga indonesia maupun mancanegara yang ingin memilik tempat tingga; di Bali dengan sussana Asri, Nyaman dan dengan area Hijau nan luas, sertã dikelilingi berravam Fasilitas yang tentu memanjakan.  Therapeutic Living World Class Resort By Developer Greenwoods & Jimbaran Hijau   TAHAP 1 SOLD OUT TAHAP 2  Indent   *Type Damita (7x 15) Luas Tanah : 106 m sd 201 m2 Luas Bangunan : 69 m2 Kamar Tidur : 3+1 Kamar Mandi : 2+1 Carport : 1 Listrik : 2200 VA Air : PDAM/ Jetpump Optional Swimming Pool  Harga mulai dari Rp. 1.500.410.000  *Type Damita Signature  (7x 15) Luas Tanah : 103 m2 sd 168 m2 Luas Bangunan : 69 m2 Kamar Tidur :  3 Kamar Mandi : 2 Carport : 1 Listrik : 2200 VA Air : PDAM/ Jetpump Optional Swimming Pool  Harga mulai dari Rp. 1.534,340,000  *Type Dahayu (10x 10) Luas Tanah : 153 m 2 sd 172 m2 Luas Bangunan : 101 m2 Kamar Tidur : 3 Kamar Mandi : 2 Carport : 1 Listrik : 2200 VA Air : PDAM/ Jetpump Optional Swimming Pool  Harga mulai dari Rp. 2,351,350.000  *Type Daksa (7x 15) Luas Tanah : 105 m2 Luas Bangunan : 100 m2 Kamar Tidur :  3 Kamar Mandi : 2 Carport : 1 Listrik : 2200 VA Air : PDAM/ Jetpump Optional Swimming Pool  Harga mulai dari Rp. 2,351,350.000  Sistem Pembayaran :  Hard Cash Installment 6x, 12x, 18x KPR DP 20%. DP bisa dicicil 6x  Booking Fee Rp. 25.000.000  Fasilitas : Clubhouse Swimming Pool Gym Communal Space Playgrounds Retail Shop Jogging Track  Selling Point : 15 menit dari Bandara Ngurah Rai 7 menit dari Pantai Jimbaran 5 menit dari GWK cultural park  10 menit dari pintu tol Mandara.  Fasilitas lingkungan : Puri Bhagawan, Royal Tulip Springhill, Jungle Play, Karting Star, Raffles Bali, & Kafe Kulkul ⁣⁣ So, let us help your future home find you.  Damara Village Jimbaran by Greenwoods Developer. The Best Residence in Bali. Futher info : Dewiks","Jimbaran, Kuta Selatan, Badung, Bali",Kuta Selatan,Kab. Badung,-8.790694499999999,115.1592718
202,202,815189472,101510025,Rumah style Bali modern siap huni,5158,Rp 1.400.000.000,"Urgent...  Dijual cepat hunian mewah lantai 2 siap huni dengan desain balinese modern , sangat tenang dan nyaman serta tidak bising . Berlokasi di areal jalan Siulan - Denpasar timur. Deket dengan jalan utama siulan  10 menit ke Mcd/kfc nangka , 5 menit ke tohpati.  Luas tanah 150 m² L.Bangunan 130 m² 4+1 kamar tidur 3 kamar mandi Ruang tamu Ruang makan Ruang keluarga Dapur Teras depan Garase Bale bengong / gazebo Rumah hadap barat hook selatan Legalitas : SHM&IMB Akses jalan Papasan Mobil. Semi Furnish  Open Harga 1,4 Milyard nego ampe deal ke owner","Areal jalan siulan-penatih , denpasar timur",Denpasar Timur,Denpasar Kota,-8.6198895,115.2482927
203,203,803694775,13538748,Rumah Mewah With Pool Kolam Renang Renon Denpasar Bali,5158,Rp 2.100.000.000,"Jual Rumah Mewah Strategis Kawasan Renon Denpasar Ada Pool Kolam Renang Lokasi Perumahan Elite jl Moh Yamin XI Renon Denpasar Bali Bali 2 menit ke Lap Bajra Sandhi Renon 9 menit ke Pantai Wisata Sanur 30 menit ke Bandara Ngurah Rai  Spek Rumah Townhouse Inden Pesan Bangun Desain bebas bisa request Tipe 80/125 tingkat With Pool Kolam Renang Bangunan : 80m² Tingkat Tanah : 125m² lebar 5m Kamar tidur: 3 K mndi: 3 Ruang tamu Ruang keluarga Kitchen Parkir mobil dan motor Garden Balcony Pool Kolam Renang Rumah hadap Utara SHM IMB Lengkap Akses jalan 6 meter mobil papasan Harga 2,1Milyar Dp mulai 10%  210jt Angs mulai 12,99jt 25thn Cash & KPR Proses Kredit mudah murah dan cepat,kami bantu sampai approval bank Hubungi Official Marketing:",Jalan Moh Yamin Renon Denpasar Timur,Denpasar Timur,Denpasar Kota,-8.6704058,115.2384536
204,204,810289779,72375653,Sale VILLA 8Are dkt ECHO BEACH/Segara Madu Di Canggu,5158,Rp 12.000.000.000,Di jual Villa Lantai 2  Lokasi Canggu dekat Batubolong/Segara Madu/Echo Beach  Luas tanah : 800m²/8 are L bangunan 500m² 4 kamar tidur 4 kamar mandi 1 ruang staf  Swimming pool 4 x 15 mtr Fully FURNISHED Living room  Gazebo  Gudang SHM IMB  Harga : 12 M Nego   MINAt WA,Canggi Kuta Utara,Kuta Utara,Kab. Badung,-8.6478175,115.1385192
205,205,806202862,72375653,Semi Villa Poll Furnish 2Are di Pemogan,5158,Rp 2.000.000.000,"DIJUAL RUMAH MINIMALIS BARU GRES STYLE VILLA  CANTIK LOKASI PEMOGAN DENPASAR SELATAN AREA   LUAS TANAH 200 M² 2 ARE LUAS BANGUNAN 150 M² KAMAR TIDUR 3 KAMAR MANDI 3 RUANG TAMU RUANG MAKAN DAPUR + KITCHEN SET GARDEN GARASI FURNISHED  FASILITAS : KOLAM RENANG, AC 3 Unit,TV 4 Unit AKSES JALAN 4,5 METER AIR SUMUR BOR  LISTRIK 3500 WATT SHM IMB ( ON PROGRES )  HARGA 2 MILYARD NEGOOOO  Minat WA  YUN",Pemogan Den SeL,Denpasar Selatan,Denpasar Kota,-8.717255399999999,115.1948445
206,206,808323460,72375653,"Semi Villa 1,5Are POOL Tegal Buah",5158,Rp 1.350.000.000,"Update dari Owner hari ini!!!  Hanya 1,350 M   Dijual rumah Semi Villa Denpasar (Tegal Buah)  Luas tanah 150 m2 Luas bangunan 250 m2 3 kamar tidur 3 kamar mandi Ruang tamu Dapur  Kolam renang Garasi Listrik 3500 watt IMB 2010 Full Furnished Akses Jalan 4 meter   Minat WA",Tegal Buah Padang Sambian,Denpasar Barat,Denpasar Kota,-8.663377299999999,115.1832498
207,207,808406464,72375653,Rumah Murah LT.100 di Buduk Cepaka,5158,Rp 550.000.000,INFO RUMAH MURAH..!  Dijual Rumah minimalis lantai 1 di Cepaka Slingsing Budul  Badung Bali  Luas tanah 1 are Kamar tidur 3 Kamar mandi 1 Ruang tamu  Dapur  Garase Listrik 1300 kwh Akses jalan mobil SHM IMB   Harga 550 JT NEGO  Minat WA 3V4,Buduk Mengwi,Mengwi,Kab. Badung,-8.6061166,115.1563072
208,208,808446308,72375653,"Rumah Baru, Jln Mobil Kebo Iwa Utara",5158,Rp 590.000.000,Sisa 2 Unit   Rumah Siap Huni  Lokasi Kebo Iwa Utara   Harga PROMO 590JT   Luas Tanah 82m 2 Kamar 1 Km Mandi  Hadap Barat dan Timur  Jln Mobil  SHM IMB  Kanopi   Gratis Biaya Surat2  Minat WA,Kebo Iwa Utara,Denpasar Barat,Denpasar Kota,-8.6319199,115.183582
209,209,808716411,72375653,"Rumah Istimewa 1,2Are Karang Sari Gatsu Barat",5158,Rp 1.300.000.000,*Dijual Rumah minimalis  Lantai 2 berlokasi Karang Sari Kebo IWA Utara   Luas tanah/120m2 Luas Bangunan/100m2 Kamar tidur/3 Kamar Mandi/3 Ruang tamu  Dapur Garasi 2 mobil Listrik/2200kwh Air sumur bor  Shm Imb Hadap timur  Akses jln 5 m hotmix  *Harga 1.3 M nego*  Minat WA,Kebo Iwa Utara,Denpasar Barat,Denpasar Kota,-8.6319199,115.183582
210,210,808916228,72375653,Rumah Baru LT100M di Denpasar Barat,5158,Rp 875.000.000,"Di Jual Segera Rumah Baru Model Minimalis  LANTAI 1  dengan Bahan Berkwalitas Super Lokasi dan tempat sangat bagus dan strategis karena berada di kawasan Perumahan pendatang Padang Sambian/Dekat Bali med//Buana Raya /Mahendradatta dan Seminyak, Kuta  Luas tanah 100m2 Luas bangunan 60 m2 3 kmr tdr 2 kmr mandi( Kloset duduk+ shower)  Garase + batu sikat R kluarga Dapur Luas Halaman dpn dan Blakang Listrik 1300w Sumur Bor 60 mtr + mesin+ tandonnya Kusen/ Pintu smua kamper jln depan Lokasi 6 mtr Paving  Harga 875 jt Nego tipis   Diutamakan Pembeli Serius   Minat WA",Padang Sambian Denpasar,Denpasar Barat,Denpasar Kota,-8.6546221,115.1859517
211,211,809019774,72375653,Rumah Dijual Luas 100m di GTT Dalung,5158,Rp 750.000.000,Dijual Rumah Minimalis  Lokasi GTT Dalung Kuta Utara   Luas Tanah 1are 3 Kamar tidur 1 Kamar mandi Garase mobil Halaman depan  Listrik 2200 Air sumur bor Free AC Free Kitchen Set  Shm Imb  Jln 5mtr  Harga 750 JT   Minat WA,Dalung  Kuta Utara,Denpasar Barat,Denpasar Kota,-8.6597034,115.163278
212,212,809019351,72375653,"Villa 1,8Are Lantai2 di Tumbak Bayuh Pererenan",5158,Rp 3.200.000.000,"Di Jual Villa Lantai 2  Full Furnish. Lokasi di Tumbak Bayuh  Pererenan   Luas Tanah  180 meter Luas Bangunan 230 meter 3 Kamar tidur  4 Kamar Mandi  Pool Uk 4 X 6 Listrik  7.700 watt Air sumur bor SHM  Akses Jalan 5 meter  Villa menghadap ke Barat View sawah FREEHOLD   Harga Jual 3,2 M Nego  Minat WA",Dalung Kuta Utara,Kuta Utara,Kab. Badung,-8.6597034,115.163278
213,213,809161112,72375653,Villa Semat Canggu - 50mtr dr Jalan,5158,Rp 2.500.000.000,"Dijual Villa  di Semat Canggu Berawa   HARGA 2,5 M Nego   Luas Tanah 125 mtr  2 Bedroom  2 Bathroom  Furnish  Shm Imb  POOL  Akses jalan 4 mtr paving  Minat WA  H",Semat Brawa Canggu,Kuta Utara,Kab. Badung,-8.6565329,115.1412364
